CHSI_County_Name;CHSI_State_Name;CHSI_State_Abbr;Strata_ID_Number;Strata_Determining_Factors;Number_Counties;Population_Size;Population_Density;Poverty;Age_19_Under;Age_19_64;Age_65_84;Age_85_and_Over;White;Black;Native_American;Asian;Hispanic
Linn;Missouri;MO;63;frontier status, population size, poverty, age, population density;32;13133;21;13.4;24.6;55.9;15.9;3.6;98.1;0.8;0.4;0.2;0.9
Livingston;Missouri;MO;63;frontier status, population size, poverty, age, population density;32;14291;27;12.6;23;57.9;15.7;3.3;96.1;2.7;0.4;0.4;1
McDonald;Missouri;MO;69;frontier status, population size, poverty, age, population density;45;22844;42;16.9;28.5;60.4;9.8;1.4;93.6;0.3;2.5;0.9;11.8
Macon;Missouri;MO;59;frontier status, population size, poverty, age, population density;32;15600;19;12.1;23.6;57.7;15.6;3.1;96.1;2.5;0.4;0.2;0.9
Madison;Missouri;MO;71;frontier status, population size, poverty, age, population density;33;12151;24;15;23.1;59.3;15.3;2.2;99;0.2;0.1;0.3;0.9
Maries;Missouri;MO;62;frontier status, population size, poverty, age, population density;32;8989;17;12.2;24.4;60.1;13.8;1.7;98.2;0.4;0.6;0.1;1.3
Marion;Missouri;MO;34;frontier status, population size, poverty, age;22;28375;65;12.6;26;58.4;13.2;2.4;93.2;4.9;0.3;0.4;1.1
Mercer;Missouri;MO;61;frontier status, population size, poverty, age, population density;32;3595;8;12.1;22;57.7;16.4;4;98.9;0.2;0.8;0.1;0.4
Miller;Missouri;MO;43;frontier status, population size, poverty, age;57;24712;42;13.4;24.7;60.3;13;2;98.2;0.3;0.5;0.2;1
Mississippi;Missouri;MO;76;frontier status, population size, poverty, age, population density;38;13599;33;20.5;25.1;60.3;12.5;2.2;77.9;20.7;0.4;0.4;1.2
Moniteau;Missouri;MO;40;frontier status, population size, poverty, age;62;15084;36;10.5;24.8;62.3;10.8;2.2;95.4;3.4;0.3;0.4;3.1
Monroe;Missouri;MO;40;frontier status, population size, poverty, age;62;9379;15;10;24.2;58.4;14.5;2.9;95.3;3.7;0.5;0.1;0.8
Montgomery;Missouri;MO;43;frontier status, population size, poverty, age;57;12166;23;11.9;24.1;58.5;14.6;2.8;96.3;2.1;0.1;0.6;0.9
Morgan;Missouri;MO;63;frontier status, population size, poverty, age, population density;32;20436;34;14.8;23;56.7;18.3;2;98;0.5;0.6;0.2;0.9
New Madrid;Missouri;MO;68;frontier status, population size, poverty, age, population density;34;18566;27;18.7;25.1;59;13.7;2.2;84.4;14.7;0.1;0.2;0.8
Newton;Missouri;MO;29;frontier status, population size, poverty, age;37;55554;89;12.2;25.5;60.6;12.3;1.6;94;0.8;2.1;1.2;2.8
Nodaway;Missouri;MO;63;frontier status, population size, poverty, age, population density;32;21710;25;11.5;21.9;64.3;11.4;2.4;96.3;1.8;0.3;1.2;0.8
Oregon;Missouri;MO;70;frontier status, population size, poverty, age, population density;37;10403;13;18.5;23;58.6;15.9;2.5;95.3;0.1;2.5;0.2;1.2
Osage;Missouri;MO;56;frontier status, population size, poverty, age, population density;39;13485;22;8.4;25.6;59.8;12.6;2;99.1;0.2;0.1;0.1;0.6
Ozark;Missouri;MO;70;frontier status, population size, poverty, age, population density;37;9490;13;18.1;20.8;58.4;18.9;2;98.5;0.2;0.5;0;1.1
Pemiscot;Missouri;MO;76;frontier status, population size, poverty, age, population density;38;19412;39;23.1;30.3;55.7;11.9;2;73.7;25.3;0.2;0.4;1.8
Perry;Missouri;MO;57;frontier status, population size, poverty, age, population density;42;18571;39;9.6;25;59.4;13.3;2.3;98.4;0.2;0.3;0.8;0.8
Pettis;Missouri;MO;31;frontier status, population size, poverty, age;22;40121;59;12.8;26.3;58.5;13;2.2;94.2;3;0.6;0.6;6
Phelps;Missouri;MO;32;frontier status, population size, poverty, age;37;42125;63;14.1;24;62.3;11.8;1.9;94;1.9;0.5;2.1;1.6
Pike;Missouri;MO;43;frontier status, population size, poverty, age;57;18762;28;14.3;22.9;62.7;12.2;2.2;90.4;8.6;0.3;0.2;2.5
Platte;Missouri;MO;46;frontier status, population size, poverty, age, population density;26;82085;195;5.5;24.5;66;8.4;1.2;91.9;4.4;0.4;1.9;3.9
Polk;Missouri;MO;49;frontier status, population size, poverty, age, population density;35;28892;45;15;25.9;58.9;13.2;2;97.4;0.5;0.7;0.5;1.7
Pulaski;Missouri;MO;33;frontier status, population size, poverty, age;41;44187;81;12.3;31.2;61;7;0.8;80.8;12.6;0.9;2.7;6.4
Putnam;Missouri;MO;70;frontier status, population size, poverty, age, population density;37;5168;10;13.8;23.7;55.8;17.2;3.3;99.7;0;0;0.2;0.6
Ralls;Missouri;MO;40;frontier status, population size, poverty, age;62;9761;21;9;22.5;63.5;12.2;1.8;98.4;1.1;0.1;0.1;0.6
Randolph;Missouri;MO;65;frontier status, population size, poverty, age, population density;30;25336;53;13.5;24.4;61.7;11.7;2.2;91.5;6.8;0.3;0.5;1.5
Ray;Missouri;MO;38;frontier status, population size, poverty, age;35;24101;42;8.4;25.8;61.4;11.2;1.6;97;1.5;0.3;0.2;1.3
Reynolds;Missouri;MO;74;frontier status, population size, poverty, age, population density;30;6585;8;18.1;21.9;59.8;16.2;2.1;96.9;0.7;0.8;0.1;0.9
Ripley;Missouri;MO;75;frontier status, population size, poverty, age, population density;37;13851;22;19.1;23.9;59;15.1;2;97.1;0.1;1.3;0.4;1.3
St. Charles;Missouri;MO;10;frontier status, population size, poverty, age;36;329940;589;4.9;27.1;63.3;8.7;0.9;93.5;3.5;0.2;1.5;2
St. Clair;Missouri;MO;70;frontier status, population size, poverty, age, population density;37;9686;14;16.7;21.1;57.2;18.9;2.8;97.9;0.4;0.5;0.5;1
Ste. Genevieve;Missouri;MO;38;frontier status, population size, poverty, age;35;18198;36;8.8;23.9;61.5;12.8;1.8;98.2;1;0.3;0.2;0.7
St. Francois;Missouri;MO;24;frontier status, population size, poverty, age;35;61661;137;14.3;22.5;63.5;12.4;1.6;95.2;3.2;0.4;0.5;1
St. Louis;Missouri;MO;1;frontier status, population size;34;1004666;1978;8.6;24.7;61.2;12.2;1.9;74.3;21.3;0.2;2.9;1.7
Saline;Missouri;MO;63;frontier status, population size, poverty, age, population density;32;23075;31;13.3;24.8;59.6;12.9;2.7;92.5;5.4;0.4;0.6;5.7
Schuyler;Missouri;MO;61;frontier status, population size, poverty, age, population density;32;4308;14;13.6;22.6;57.2;16.8;3.5;98.8;0;0.1;0.2;0.7
Scotland;Missouri;MO;70;frontier status, population size, poverty, age, population density;37;4928;11;13;26.8;55.8;14.7;2.8;99.4;0.2;0;0.2;0.8
Scott;Missouri;MO;33;frontier status, population size, poverty, age;41;41143;98;14.6;26.8;59.4;11.8;2;87.2;11.6;0.2;0.3;1.3
Shannon;Missouri;MO;74;frontier status, population size, poverty, age, population density;30;8367;8;21.1;24.1;61;13.2;1.7;95.7;0.2;1.6;0.1;1
Shelby;Missouri;MO;61;frontier status, population size, poverty, age, population density;32;6744;13;13.5;23.5;57.5;15.5;3.5;98.3;1.1;0.3;0.2;0.7
Stoddard;Missouri;MO;49;frontier status, population size, poverty, age, population density;35;29714;36;14.9;23.2;59.6;14.6;2.7;97.5;1.2;0.3;0.1;1
Stone;Missouri;MO;30;frontier status, population size, poverty, age;57;30931;67;12.7;20.7;58.7;19.1;1.6;97.7;0.3;0.7;0.3;1.6
Sullivan;Missouri;MO;61;frontier status, population size, poverty, age, population density;32;6907;11;14.7;24.7;57.2;14.6;3.5;98.5;0.8;0.3;0.2;11.7
Taney;Missouri;MO;30;frontier status, population size, poverty, age;57;42985;68;13.2;23.3;60;14.9;1.9;96.7;0.9;0.7;0.6;3.1
Texas;Missouri;MO;75;frontier status, population size, poverty, age, population density;37;24614;21;18.4;22.6;60;15.2;2.2;94.5;2.4;1;0.3;1.1
Vernon;Missouri;MO;43;frontier status, population size, poverty, age;57;20441;25;15;26.7;57.6;13.3;2.4;97.2;0.8;0.7;0.5;1.4
Warren;Missouri;MO;38;frontier status, population size, poverty, age;35;28764;67;9.1;25.1;62.2;11.3;1.4;96.3;2.3;0.3;0.2;2.1
Washington;Missouri;MO;68;frontier status, population size, poverty, age, population density;34;24032;32;18.3;25.2;62.8;10.9;1.1;95.5;2.7;0.7;0.2;1
Wayne;Missouri;MO;70;frontier status, population size, poverty, age, population density;37;13097;17;19.9;22.9;57.1;17.8;2.3;97.6;0.4;0.4;0.2;0.5
Webster;Missouri;MO;33;frontier status, population size, poverty, age;41;34745;59;13.9;27.1;61.1;10.3;1.4;96.9;1.2;0.7;0.3;1.2
Worth;Missouri;MO;70;frontier status, population size, poverty, age, population density;37;2174;8;13.2;21.6;56.5;17.9;4;98.7;0.6;0.5;0;0.3
Wright;Missouri;MO;76;frontier status, population size, poverty, age, population density;38;18306;27;18.7;26.1;57.2;14.6;2.1;97.9;0.5;0.6;0.2;1.1
St. Louis City;Missouri;MO;5;frontier status, population size, poverty;25;344362;5561;21.3;26.6;61.2;10;2.2;45.6;50.7;0.3;2.1;2.4
Beaverhead;Montana;MT;83;frontier status, population size, poverty, age;29;8773;2;15.7;23.4;61.1;12.8;2.7;97.4;0.2;1.6;0.2;3.3
Big Horn;Montana;MT;86;frontier status, population size, poverty, age;38;13149;3;24;33.3;57.4;8.3;1.1;35.8;0.1;61.4;0.4;4.1
Blaine;Montana;MT;86;frontier status, population size, poverty, age;38;6629;2;22.2;30.3;57.1;11;1.6;50.4;0.3;48;0.2;1.5
Broadwater;Montana;MT;85;frontier status, population size, poverty, age;25;4517;4;13;20.5;60.2;16.8;2.5;97.9;0.4;1.2;0.2;1.4
Carbon;Montana;MT;84;frontier status, population size, poverty, age;52;9902;5;11.2;20.4;63.2;13.4;2.9;98.4;0.2;0.6;0.3;2
Carter;Montana;MT;84;frontier status, population size, poverty, age;52;1320;0;12.2;19.9;60.7;16.4;3;99.2;0.1;0.4;0.3;0.7
Cascade;Montana;MT;19;frontier status, population size, poverty, age;37;79569;29;13.9;24.7;60.4;12.6;2.4;91.1;1.2;4.6;0.8;2.6
Chouteau;Montana;MT;82;frontier status, population size, poverty, age;37;5463;1;15;24;57.4;15.4;3.2;84.1;0.1;15.5;0.3;0.7
Custer;Montana;MT;84;frontier status, population size, poverty, age;52;11267;3;13.9;23.5;59.2;14.4;2.8;97.4;0.1;1.5;0.4;1.7
Daniels;Montana;MT;81;frontier status, population size, poverty, age;58;1836;1;11.9;18.7;58;19.8;3.5;97.2;0.2;1.4;0.5;1.7
Dawson;Montana;MT;84;frontier status, population size, poverty, age;52;8688;4;12.7;21.2;60.5;15.8;2.5;98;0.3;1.4;0.1;1.3
Deer Lodge;Montana;MT;70;frontier status, population size, poverty, age, population density;37;8948;12;14.8;19.9;61.7;15.4;3;95.5;0.3;2.4;0.4;1.9
Fallon;Montana;MT;82;frontier status, population size, poverty, age;37;2717;2;9.7;20.9;59.8;16.6;2.8;98.8;0.2;0.6;0.4;0.6
Fergus;Montana;MT;84;frontier status, population size, poverty, age;52;11551;3;14.9;21.2;58.3;17.1;3.4;96.8;0.1;1.7;0.3;1
Flathead;Montana;MT;23;frontier status, population size, poverty, age;37;83172;16;12.6;23.2;63.7;11.4;1.7;96.7;0.3;1.2;0.5;1.8
Gallatin;Montana;MT;19;frontier status, population size, poverty, age;37;78210;30;11.5;22.5;68.9;7.4;1.2;96.6;0.4;1;0.9;2.2
Garfield;Montana;MT;82;frontier status, population size, poverty, age;37;1199;0;11.6;22.6;57.2;15.8;4.3;98.6;0.1;1.2;0.2;0.4
Glacier;Montana;MT;86;frontier status, population size, poverty, age;38;13552;5;25.6;32.2;57.8;8.6;1.4;34.5;0.1;63.3;0.1;2
Golden Valley;Montana;MT;87;frontier status, population size, poverty, age;32;1159;1;17.9;24.4;59.6;14;2.1;98.2;0;1.4;0.2;1.4
Granite;Montana;MT;87;frontier status, population size, poverty, age;32;2965;2;14.9;20;62.3;15.8;1.9;97.3;0;1.2;0.2;1.3
Hill;Montana;MT;86;frontier status, population size, poverty, age;38;16304;6;18.1;27.2;60;10.6;2.2;78.4;0.2;19.3;0.3;1.7
Jefferson;Montana;MT;78;frontier status, population size, poverty, age;43;11170;7;9.2;22.7;66.6;9.5;1.2;96.7;0.2;1.4;0.4;1.7
Judith Basin;Montana;MT;84;frontier status, population size, poverty, age;52;2198;1;16.2;21.5;59.4;15.7;3.4;99.1;0;0.4;0;0.8
Lake;Montana;MT;36;frontier status, population size, poverty, age;23;28297;19;19.1;25.7;59.4;12.8;2.1;73.1;0.3;23.5;0.3;3
Lewis and Clark;Montana;MT;19;frontier status, population size, poverty, age;37;58449;17;11.7;23;64.5;10.7;1.8;95.6;0.3;2.1;0.6;1.7
Liberty;Montana;MT;82;frontier status, population size, poverty, age;37;2003;1;13.7;19.5;57;19.6;3.9;99.5;0;0.1;0.4;0.2
Lincoln;Montana;MT;83;frontier status, population size, poverty, age;29;19193;5;18.3;21.7;60.8;15.3;2.1;96.2;0.2;1.5;0.4;1.8
McCone;Montana;MT;85;frontier status, population size, poverty, age;25;1805;1;12.7;21.1;57.4;18.7;2.8;97.1;0.6;1.3;0.4;1.2
Madison;Montana;MT;84;frontier status, population size, poverty, age;52;7274;2;11.6;18.8;63.7;15.5;2;98.3;0;0.7;0.2;2
Meagher;Montana;MT;87;frontier status, population size, poverty, age;32;1999;1;17.2;21.8;58.9;17.7;1.6;98.5;0;1.1;0.2;1.4
Mineral;Montana;MT;86;frontier status, population size, poverty, age;38;4014;3;17.7;21.2;62.3;15.4;1;95.3;0.2;2.1;0.5;2.4
Missoula;Montana;MT;22;frontier status, population size, poverty, age;28;100086;39;14.9;22.1;67.5;8.8;1.6;94.4;0.3;2.5;1.2;1.8
Musselshell;Montana;MT;87;frontier status, population size, poverty, age;32;4497;2;17.6;21.1;62.2;14.1;2.6;97.6;0.1;1.5;0.2;1.9
Park;Montana;MT;84;frontier status, population size, poverty, age;52;15968;6;12.5;20.9;64.4;12.1;2.6;97.3;0.5;0.9;0.4;2.5
Petroleum;Montana;MT;83;frontier status, population size, poverty, age;29;470;0;11.9;23.1;59.1;15.3;2.6;98.9;0;1.1;0;1.5
Phillips;Montana;MT;85;frontier status, population size, poverty, age;25;4179;1;15.9;22.6;57.1;16.1;4.3;90.9;0.2;7;0.4;1.3
Pondera;Montana;MT;88;frontier status, population size, poverty, age;23;6087;4;17.6;25.6;58.6;13.6;2.2;82.7;0.2;16.2;0.1;1
Powder River;Montana;MT;84;frontier status, population size, poverty, age;52;1705;1;11;21.8;59.1;16.3;2.8;98.1;0;1.9;0.1;1.4
Powell;Montana;MT;86;frontier status, population size, poverty, age;38;6999;3;16.2;19.3;65.9;12.7;2.1;93.6;0.6;3.8;0.4;2.3
Prairie;Montana;MT;84;frontier status, population size, poverty, age;52;1105;1;12.3;15.7;61.7;18.7;3.8;99.2;0;0.5;0.2;0.6
Ravalli;Montana;MT;49;frontier status, population size, poverty, age, population density;35;39940;17;14;22.7;61.1;13.9;2.2;97.4;0.2;1;0.4;2.4
Richland;Montana;MT;83;frontier status, population size, poverty, age;29;9096;4;13.1;23.1;60.8;13.7;2.4;97.5;0.2;1.8;0.2;2.8
Roosevelt;Montana;MT;86;frontier status, population size, poverty, age;38;10524;4;26.2;33;56.4;9.2;1.5;38.2;0.2;59.2;0.6;2
Rosebud;Montana;MT;86;frontier status, population size, poverty, age;38;9212;2;18;31.1;59.6;8.3;1;62.5;0.3;35;0.6;2.9
Sanders;Montana;MT;88;frontier status, population size, poverty, age;23;11057;4;17.1;20.7;61;16.3;2.1;93.1;0.2;4.5;0.3;2.1
Sheridan;Montana;MT;81;frontier status, population size, poverty, age;58;3524;2;12.7;17.7;56.9;20.8;4.7;97.2;0.3;1.6;0.3;1.4
Silver Bow;Montana;MT;49;frontier status, population size, poverty, age, population density;35;32982;46;15.9;22.5;61;13.6;3;95.7;0.3;2.2;0.5;2.9
Stillwater;Montana;MT;81;frontier status, population size, poverty, age;58;8493;5;9.4;22.3;62.8;13.3;1.6;97.7;0.2;1;0.3;2
Sweet Grass;Montana;MT;81;frontier status, population size, poverty, age;58;3672;2;10.2;23.4;60.1;13.7;2.8;97.9;0.1;0.5;0.7;1.7
Teton;Montana;MT;85;frontier status, population size, poverty, age;25;6240;3;13.7;23.5;58;15.4;3;96.8;0.2;1.6;0.3;1.2
Toole;Montana;MT;85;frontier status, population size, poverty, age;25;5031;3;14.1;22.1;65.2;10.2;2.5;93;0.2;4.8;0.3;2
Treasure;Montana;MT;85;frontier status, population size, poverty, age;25;689;1;12.5;22;60.2;14.5;3.3;97.4;0.1;1.9;0.4;1.9
Valley;Montana;MT;84;frontier status, population size, poverty, age;52;7143;1;14.6;22.5;57.5;17.4;2.6;88.2;0.2;9.9;0.3;0.9
Wheatland;Montana;MT;87;frontier status, population size, poverty, age;32;2037;1;20.1;25.8;54.9;15.8;3.5;97.3;0.2;1.4;0.4;1.3
Wibaux;Montana;MT;87;frontier status, population size, poverty, age;32;951;1;12.7;20;56.1;20.2;3.7;98.9;0;0.5;0.2;0.5
Yellowstone;Montana;MT;14;frontier status, population size, poverty, age;40;136691;52;12.1;24.1;62.3;11.4;2.2;93.6;0.5;3.5;0.6;3.8
Adams;Nebraska;NE;26;frontier status, population size, poverty, age;40;33070;59;10.1;25;59.9;12.1;3;95.5;0.9;0.5;2.5;5.9
Antelope;Nebraska;NE;40;frontier status, population size, poverty, age;62;7004;8;11.8;24;56.3;15.8;3.9;99.4;0.1;0.3;0;1
Arthur;Nebraska;NE;81;frontier status, population size, poverty, age;58;378;1;9.8;21.7;58.7;16.9;2.6;98.4;0;0;1.3;1.9
Banner;Nebraska;NE;80;frontier status, population size, poverty, age;41;733;1;8.1;23.6;61.1;13.4;1.9;99.6;0.1;0.1;0;6
Blaine;Nebraska;NE;82;frontier status, population size, poverty, age;37;484;1;15;21.3;56;18.4;4.3;99.4;0;0.6;0;0.2
Boone;Nebraska;NE;40;frontier status, population size, poverty, age;62;5772;8;10;24.8;54.2;16.8;4.2;99.8;0.1;0;0.1;1.3
Box Butte;Nebraska;NE;39;frontier status, population size, poverty, age;51;11374;11;11.4;26;59.1;12.7;2.3;94.5;0.5;3.2;0.6;9.1
Boyd;Nebraska;NE;81;frontier status, population size, poverty, age;58;2261;4;11.6;21.2;54.8;19.3;4.7;99.2;0;0.6;0.2;0.1
Brown;Nebraska;NE;84;frontier status, population size, poverty, age;52;3328;3;11.4;21.8;54.6;18.9;4.7;99;0;0.2;0.4;1
Buffalo;Nebraska;NE;28;frontier status, population size, poverty, age;39;43572;45;10.4;26.1;62.6;9.4;1.9;97.6;0.7;0.4;0.6;5.2
Burt;Nebraska;NE;40;frontier status, population size, poverty, age;62;7455;15;9.9;23.5;54.8;17.9;3.8;98;0.3;1.1;0.2;1.4
Butler;Nebraska;NE;56;frontier status, population size, poverty, age, population density;39;8720;15;9.1;25;57.5;15.2;2.4;99.2;0.1;0.2;0.2;2.3
Cass;Nebraska;NE;38;frontier status, population size, poverty, age;35;25734;46;6.4;25.7;62.3;10.6;1.4;97.9;0.5;0.2;0.5;1.8
Cedar;Nebraska;NE;56;frontier status, population size, poverty, age, population density;39;9066;12;8.4;26.5;53.5;16.5;3.6;99.3;0.1;0.2;0;0.6
Chase;Nebraska;NE;82;frontier status, population size, poverty, age;37;3866;4;10.1;22.9;56.6;17.2;3.4;99.4;0.2;0.1;0.2;4.3
Cherry;Nebraska;NE;85;frontier status, population size, poverty, age;25;6098;1;12.4;24.2;58.3;15;2.5;93.4;0.1;4.3;0.7;1
Cheyenne;Nebraska;NE;56;frontier status, population size, poverty, age, population density;39;9993;8;9.5;24.1;60.2;13.4;2.3;97.6;0.2;0.8;1.1;4.6
Clay;Nebraska;NE;56;frontier status, population size, poverty, age, population density;39;6733;12;10.4;24.1;57.2;16.1;2.6;98.8;0.3;0.4;0.3;4.2
Colfax;Nebraska;NE;57;frontier status, population size, poverty, age, population density;42;10433;25;9.5;28.2;54.8;13.7;3.3;98.2;0.1;0.4;1;31.6
Cuming;Nebraska;NE;56;frontier status, population size, poverty, age, population density;39;9688;17;8.8;25.2;54.7;16.7;3.4;99;0.2;0.5;0.2;7.9
Custer;Nebraska;NE;82;frontier status, population size, poverty, age;37;11410;4;12.3;24.6;55.1;16.7;3.6;98.8;0.2;0.6;0.2;1.3
Dakota;Nebraska;NE;38;frontier status, population size, poverty, age;35;20349;77;10.8;31;58.2;9.2;1.5;91.5;1.5;2.4;3.3;28.8
Dawes;Nebraska;NE;84;frontier status, population size, poverty, age;52;8636;6;16;24.1;60.5;12.7;2.7;93.5;1.2;3.9;0.3;2.6
Dawson;Nebraska;NE;57;frontier status, population size, poverty, age, population density;42;24617;24;10.6;29.7;57.3;10.7;2.2;97.1;1;0.7;0.7;29.8
Deuel;Nebraska;NE;79;frontier status, population size, poverty, age;33;2004;5;10;20.5;56.8;18.5;4.3;98.7;0;0.5;0.5;2.8
Dixon;Nebraska;NE;56;frontier status, population size, poverty, age, population density;39;6155;13;8.9;25.7;57.1;14.3;2.9;98.9;0;0.6;0.4;7.5
Dodge;Nebraska;NE;26;frontier status, population size, poverty, age;40;36078;68;9.6;24.5;58.1;14.4;3;97.7;0.7;0.4;0.7;6.5
Douglas;Nebraska;NE;10;frontier status, population size, poverty, age;36;486929;1471;10.8;27.1;62.2;9.2;1.5;83.8;11.7;0.6;2.2;8.6
Dundy;Nebraska;NE;79;frontier status, population size, poverty, age;33;2133;2;11.4;20.5;57.7;17.7;4;98.2;0;0.8;0.7;3.6
Fillmore;Nebraska;NE;54;frontier status, population size, poverty, age, population density;38;6385;11;9.5;24.3;54.4;17.6;3.7;98.9;0.3;0.7;0.1;2.5
Franklin;Nebraska;NE;58;frontier status, population size, poverty, age, population density;48;3421;6;11.6;21.6;54.4;19.5;4.5;99.3;0;0.4;0.1;0.7
Frontier;Nebraska;NE;82;frontier status, population size, poverty, age;37;2795;3;10.6;24.2;56.6;16;3.3;98.9;0.1;0.3;0.3;1.2
Furnas;Nebraska;NE;58;frontier status, population size, poverty, age, population density;48;5019;7;11.1;22.3;54.7;18.4;4.6;98.8;0.1;0.4;0.3;1.3
Gage;Nebraska;NE;55;frontier status, population size, poverty, age, population density;47;23306;27;9.7;22.8;58.4;15.5;3.2;98;0.4;0.4;0.5;1.3
Garden;Nebraska;NE;79;frontier status, population size, poverty, age;33;1997;1;12.7;17.5;54.6;23.4;4.5;99.3;0.1;0.2;0.3;1.8
Garfield;Nebraska;NE;84;frontier status, population size, poverty, age;52;1816;3;11.5;21.6;54;20.9;3.5;99.3;0;0.2;0.1;1.2
Gosper;Nebraska;NE;79;frontier status, population size, poverty, age;33;2020;4;8;21.7;55.5;19.8;3;99.4;0;0.1;0.4;1.3
Grant;Nebraska;NE;79;frontier status, population size, poverty, age;33;670;1;9.3;22;60.5;15.8;1.6;99.7;0;0.1;0.1;1.5
Greeley;Nebraska;NE;82;frontier status, population size, poverty, age;37;2512;4;12.4;26.5;49.5;19.3;4.7;99;0.7;0;0.1;1.1
Hall;Nebraska;NE;45;frontier status, population size, poverty, age, population density;38;55104;101;12.1;27.5;58.9;11.5;2.1;96.4;1.2;0.4;1.3;18.2
Hamilton;Nebraska;NE;56;frontier status, population size, poverty, age, population density;39;9568;18;8.2;26.2;58.8;12.8;2.2;99.2;0.2;0.1;0.2;1.3
